time,open,high,low,close,tick_volume,spread,real_volume
2014-02-28,1331.263,1333.183,1319.612,1326.177,120857,0,0
2014-03-02,1325.988,1338.086,1325.988,1338.077,5685,0,0
2014-03-03,1338.111,1354.615,1336.111,1350.426,137129,0,0
2014-03-04,1350.443,1352.386,1331.189,1336.169,132297,0,0
2014-03-05,1336.149,1341.656,1332.577,1335.875,92300,0,0
2014-03-06,1335.882,1353.407,1331.107,1349.639,123556,0,0
2014-03-07,1349.641,1352.858,1328.339,1339.168,142047,0,0
2014-03-09,1339.621,1341.383,1336.343,1338.117,5099,0,0
2014-03-10,1338.126,1344.52,1328.0,1340.306,116427,0,0
2014-03-11,1340.324,1352.46,1337.633,1347.493,101337,0,0
2014-03-12,1347.501,1370.728,1345.329,1366.14,136790,0,0
2014-03-13,1366.159,1374.885,1364.415,1373.195,132502,0,0
2014-03-14,1373.204,1387.806,1367.767,1382.272,115632,0,0
2014-03-16,1382.211,1391.946,1381.96,1386.475,6008,0,0
2014-03-17,1386.485,1388.364,1361.881,1366.343,130280,0,0
2014-03-18,1366.34,1367.409,1350.646,1356.072,125119,0,0
2014-03-19,1356.028,1359.528,1325.676,1328.241,149542,0,0
2014-03-20,1328.187,1334.533,1320.264,1330.896,139744,0,0
2014-03-21,1330.891,1342.318,1329.021,1333.512,102452,0,0
2014-03-23,1333.991,1334.634,1329.427,1332.19,3983,0,0
2014-03-24,1332.19,1334.067,1307.871,1311.204,119253,0,0
2014-03-25,1311.226,1317.228,1305.384,1309.688,127644,0,0
2014-03-26,1309.697,1316.207,1298.577,1306.233,87258,0,0
2014-03-27,1306.215,1306.643,1289.007,1293.063,130923,0,0
2014-03-28,1293.061,1298.611,1285.637,1294.149,113128,0,0
2014-03-30,1293.87,1297.775,1292.344,1295.943,3681,0,0
2014-03-31,1295.932,1298.419,1282.375,1284.375,113073,0,0
2014-04-01,1284.383,1287.869,1277.612,1281.076,107137,0,0
2014-04-02,1281.057,1294.406,1280.402,1290.714,104744,0,0
2014-04-03,1290.704,1293.804,1281.557,1284.899,100795,0,0
2014-04-04,1284.89,1306.583,1284.133,1302.566,111352,0,0
2014-04-06,1304.702,1304.702,1300.685,1303.669,3086,0,0
2014-04-07,1303.722,1304.022,1295.568,1298.38,91581,0,0
2014-04-08,1298.388,1314.254,1296.849,1309.645,111878,0,0
2014-04-09,1309.648,1314.974,1300.827,1310.928,111775,0,0
2014-04-10,1310.933,1324.392,1310.771,1318.207,123322,0,0
2014-04-11,1318.199,1323.74,1314.085,1317.61,102451,0,0
2014-04-13,1319.76,1328.413,1319.208,1326.338,4879,0,0
2014-04-14,1326.339,1331.049,1318.666,1325.553,97607,0,0
2014-04-15,1325.531,1326.509,1285.877,1302.643,136508,0,0
2014-04-16,1302.573,1306.919,1293.398,1303.546,111904,0,0
2014-04-17,1303.546,1304.085,1293.115,1294.42,67198,0,0
2014-04-18,1294.733,1294.882,1294.733,1294.882,2,0,0
2014-04-20,1298.202,1298.202,1290.593,1291.535,4060,0,0
2014-04-21,1291.534,1301.466,1281.871,1289.501,78288,0,0
2014-04-22,1289.498,1292.683,1276.425,1284.645,97417,0,0
2014-04-23,1284.661,1288.885,1280.84,1283.925,43186,0,0
2014-04-24,1283.895,1298.182,1268.448,1291.382,127457,0,0
2014-04-25,1291.4,1304.937,1290.295,1301.983,101156,0,0
2014-04-27,1302.292,1305.056,1302.292,1303.941,4026,0,0
2014-04-28,1303.965,1306.293,1291.928,1296.4,99797,0,0
2014-04-29,1296.38,1301.117,1286.243,1295.939,97407,0,0
2014-04-30,1295.952,1297.952,1284.675,1291.555,88172,0,0
2014-05-01,1291.565,1291.763,1277.254,1283.961,72611,0,0
2014-05-02,1283.975,1304.484,1273.922,1298.997,110709,0,0
2014-05-04,1300.51,1302.382,1299.278,1300.292,3552,0,0
2014-05-05,1300.311,1315.447,1300.012,1310.901,63321,0,0
2014-05-06,1310.898,1313.951,1304.264,1307.316,89119,0,0
2014-05-07,1307.306,1314.407,1286.548,1290.293,109801,0,0
2014-05-08,1290.274,1295.175,1284.973,1290.772,106647,0,0
2014-05-09,1290.775,1294.241,1285.401,1288.019,85791,0,0
2014-05-11,1289.566,1289.582,1277.375,1283.222,2993,0,0
2014-05-12,1283.209,1303.703,1282.007,1295.442,97956,0,0
2014-05-13,1295.486,1298.546,1288.982,1294.867,103344,0,0
2014-05-14,1294.864,1308.926,1291.427,1305.124,87035,0,0
2014-05-15,1305.157,1306.948,1290.83,1296.974,83308,0,0
2014-05-16,1296.972,1298.141,1287.711,1292.958,75182,0,0
2014-05-18,1292.822,1292.822,1288.566,1292.584,3325,0,0
2014-05-19,1292.579,1305.266,1291.521,1293.357,95050,0,0
2014-05-20,1293.343,1296.771,1285.73,1294.641,107126,0,0
2014-05-21,1294.64,1296.149,1283.276,1291.468,97335,0,0
2014-05-22,1291.468,1303.579,1289.936,1293.88,99639,0,0
2014-05-23,1293.925,1295.4,1286.597,1292.266,82422,0,0
2014-05-25,1292.253,1293.423,1290.738,1291.304,2606,0,0
2014-05-26,1291.318,1294.008,1290.96,1292.193,44064,0,0
2014-05-27,1292.203,1293.234,1263.01,1263.283,115743,0,0
2014-05-28,1263.291,1267.057,1255.874,1257.475,105462,0,0
2014-05-29,1257.462,1260.242,1251.327,1256.752,103994,0,0
2014-05-30,1256.758,1260.269,1242.182,1249.305,94120,0,0
2014-06-01,1249.234,1250.585,1246.941,1246.948,3061,0,0
2014-06-02,1246.945,1250.536,1240.939,1244.911,83584,0,0
2014-06-03,1244.909,1247.56,1240.353,1245.321,37994,0,0
2014-06-04,1245.336,1248.878,1242.758,1244.167,82756,0,0
2014-06-05,1244.162,1257.499,1240.945,1252.659,102341,0,0
2014-06-06,1252.654,1257.561,1245.794,1252.954,90463,0,0
2014-06-08,1252.753,1254.008,1251.532,1253.965,2825,0,0
2014-06-09,1253.948,1256.92,1250.155,1252.01,66639,0,0
2014-06-10,1251.955,1263.415,1251.073,1259.738,78760,0,0
2014-06-11,1259.735,1265.13,1258.462,1261.29,71980,0,0
2014-06-12,1261.291,1274.725,1259.75,1272.614,99252,0,0
2014-06-13,1272.624,1277.79,1270.66,1276.843,91398,0,0
2014-06-15,1277.222,1278.808,1277.155,1278.306,1990,0,0
2014-06-16,1278.298,1284.767,1270.495,1271.928,93908,0,0
2014-06-17,1271.917,1273.14,1258.561,1270.786,92828,0,0
2014-06-18,1270.804,1278.457,1266.254,1278.433,58011,0,0
2014-06-19,1278.438,1321.782,1275.864,1314.443,137188,0,0
2014-06-20,1314.457,1319.625,1306.334,1314.472,125588,0,0
2014-06-22,1313.353,1314.083,1312.713,1313.571,1407,0,0
2014-06-23,1313.534,1318.362,1309.881,1314.091,96005,0,0
2014-06-24,1314.104,1325.75,1313.966,1318.162,80629,0,0
2014-06-25,1318.177,1324.708,1307.09,1318.399,102975,0,0
2014-06-26,1318.4,1319.661,1306.14,1315.674,103119,0,0
2014-06-27,1315.697,1322.203,1312.609,1315.87,92572,0,0
2014-06-29,1315.355,1315.897,1314.759,1314.78,991,0,0
2014-06-30,1314.793,1329.331,1310.273,1326.238,101864,0,0
2014-07-01,1326.24,1332.39,1323.664,1325.433,108082,0,0
2014-07-02,1325.424,1331.843,1321.19,1325.527,97392,0,0
2014-07-03,1325.532,1326.49,1308.909,1319.833,111405,0,0
2014-07-04,1319.785,1323.04,1318.588,1320.096,42389,0,0
2014-07-06,1317.942,1318.23,1316.951,1317.36,789,0,0
2014-07-07,1317.359,1319.711,1311.297,1317.867,59054,0,0
2014-07-08,1317.891,1324.678,1313.359,1317.903,69468,0,0
2014-07-09,1317.9,1332.036,1317.702,1327.08,93081,0,0
2014-07-10,1327.053,1344.91,1327.017,1336.003,104078,0,0
2014-07-11,1336.005,1339.055,1333.663,1338.519,45528,0,0
2014-07-13,1338.608,1338.95,1337.99,1338.576,1178,0,0
2014-07-14,1338.594,1338.66,1302.018,1308.979,131444,0,0
2014-07-15,1308.99,1313.637,1292.066,1295.411,125419,0,0
2014-07-16,1295.405,1303.644,1294.853,1299.089,97463,0,0
2014-07-17,1299.072,1324.467,1298.765,1319.583,127711,0,0
2014-07-18,1319.57,1319.984,1304.448,1310.626,93851,0,0
2014-07-20,1310.401,1312.035,1310.063,1310.561,617,0,0
2014-07-21,1310.548,1318.244,1307.253,1311.069,31071,0,0
2014-07-22,1311.049,1315.572,1301.892,1307.669,97102,0,0
2014-07-23,1307.68,1311.072,1303.03,1304.121,77159,0,0
2014-07-24,1304.123,1304.666,1287.602,1292.746,46975,0,0
2014-07-25,1292.784,1308.348,1290.799,1306.861,83046,0,0
2014-07-27,1307.092,1307.946,1305.779,1305.779,1519,0,0
2014-07-28,1305.788,1309.125,1301.265,1304.22,82552,0,0
2014-07-29,1304.22,1312.037,1296.048,1299.223,99464,0,0
2014-07-30,1299.22,1303.45,1291.709,1295.496,70428,0,0
2014-07-31,1295.476,1297.177,1280.449,1282.947,94241,0,0
2014-08-01,1282.913,1297.004,1280.305,1293.394,106075,0,0
2014-08-03,1292.962,1294.053,1292.804,1293.946,593,0,0
2014-08-04,1293.906,1295.31,1286.023,1288.426,74242,0,0
2014-08-05,1288.407,1293.809,1282.39,1288.355,91768,0,0
2014-08-06,1288.35,1309.402,1287.872,1305.975,108642,0,0
2014-08-07,1306.027,1314.334,1301.895,1311.046,44504,0,0
2014-08-08,1311.046,1322.576,1305.552,1309.369,117185,0,0
2014-08-10,1310.151,1311.273,1309.321,1309.486,1082,0,0
2014-08-11,1309.54,1311.189,1305.053,1307.604,67638,0,0
2014-08-12,1307.6,1317.792,1305.591,1308.571,64015,0,0
2014-08-13,1308.553,1314.845,1304.751,1311.525,91955,0,0
2014-08-14,1311.516,1319.234,1308.676,1312.828,70958,0,0
2014-08-15,1312.833,1314.974,1292.442,1304.497,50322,0,0
2014-08-17,1302.34,1302.602,1301.332,1301.599,1022,0,0
2014-08-18,1301.601,1303.554,1295.493,1297.952,74311,0,0
2014-08-19,1297.986,1302.158,1293.813,1294.657,33796,0,0
2014-08-20,1294.65,1297.85,1287.768,1290.143,85674,0,0
2014-08-21,1290.108,1290.427,1272.902,1277.55,100569,0,0
2014-08-22,1277.539,1282.777,1274.107,1279.849,75513,0,0
2014-08-24,1277.532,1280.752,1276.405,1277.325,23,0,0
2014-08-25,1276.719,1280.743,1274.348,1276.054,59206,0,0
2014-08-26,1276.04,1290.783,1275.712,1280.933,78851,0,0
2014-08-27,1280.928,1287.215,1280.617,1283.264,55541,0,0
2014-08-28,1283.278,1296.355,1282.916,1290.298,76761,0,0
2014-08-29,1290.309,1291.173,1283.095,1286.924,50679,0,0
2014-08-31,1285.862,1287.292,1285.668,1286.589,725,0,0
2014-09-01,1286.587,1289.791,1284.726,1286.308,29895,0,0
2014-09-02,1286.304,1286.487,1262.365,1266.701,81484,0,0
2014-09-03,1266.709,1271.336,1261.187,1269.068,69061,0,0
2014-09-04,1269.076,1277.02,1257.148,1258.866,88467,0,0
2014-09-05,1258.859,1273.417,1258.285,1268.543,74348,0,0
2014-09-07,1268.413,1268.413,1266.723,1266.765,1105,0,0
2014-09-08,1266.758,1271.661,1251.321,1255.979,73611,0,0
2014-09-09,1255.976,1258.014,1247.461,1254.835,81437,0,0
2014-09-10,1254.837,1257.643,1243.618,1248.81,88156,0,0
2014-09-11,1248.801,1249.983,1234.866,1240.293,90054,0,0
2014-09-12,1240.327,1240.524,1227.5,1229.297,82671,0,0
2014-09-14,1227.053,1228.549,1226.073,1228.147,1304,0,0
2014-09-15,1228.165,1238.461,1227.735,1233.226,67620,0,0
2014-09-16,1233.236,1241.91,1231.644,1234.956,83187,0,0
2014-09-17,1234.947,1239.048,1216.076,1219.604,91428,0,0
2014-09-18,1219.615,1227.724,1215.663,1224.715,97981,0,0
2014-09-19,1224.717,1228.438,1213.718,1214.936,105072,0,0
2014-09-21,1214.86,1216.268,1214.67,1215.944,766,0,0
2014-09-22,1215.968,1220.297,1208.094,1214.808,86876,0,0
2014-09-23,1214.817,1235.168,1214.122,1221.78,111726,0,0
2014-09-24,1221.775,1225.892,1214.926,1215.606,84047,0,0
2014-09-25,1215.598,1224.33,1206.702,1222.537,106743,0,0
2014-09-26,1222.539,1231.151,1212.294,1217.869,80732,0,0
2014-09-28,1216.823,1217.65,1216.062,1216.597,1036,0,0
2014-09-29,1216.591,1223.182,1214.701,1216.35,89104,0,0
2014-09-30,1216.316,1219.921,1204.46,1207.841,108964,0,0
2014-10-01,1207.84,1219.201,1204.523,1215.068,105748,0,0
2014-10-02,1215.058,1222.199,1208.665,1213.224,106968,0,0
2014-10-03,1213.231,1213.437,1189.939,1190.838,86680,0,0
2014-10-05,1185.662,1188.727,1185.662,1186.191,2032,0,0
2014-10-06,1186.19,1208.857,1182.846,1206.526,54810,0,0
2014-10-07,1206.534,1213.299,1202.829,1209.908,94024,0,0
2014-10-08,1209.935,1223.938,1204.878,1219.636,112525,0,0
2014-10-09,1219.643,1233.144,1218.883,1223.329,110486,0,0
2014-10-10,1223.329,1225.329,1217.283,1222.899,95696,0,0
2014-10-12,1229.863,1232.017,1229.853,1230.868,2060,0,0
2014-10-13,1230.898,1237.599,1224.96,1235.237,78647,0,0
2014-10-14,1235.338,1238.011,1228.64,1229.118,94621,0,0
2014-10-15,1229.119,1249.398,1221.764,1240.001,142861,0,0
2014-10-16,1240.012,1245.003,1235.382,1238.36,149363,0,0
2014-10-17,1238.363,1241.629,1231.579,1238.006,96517,0,0
2014-10-19,1236.183,1236.455,1234.495,1234.495,1028,0,0
2014-10-20,1234.49,1248.568,1234.48,1245.561,87437,0,0
2014-10-21,1245.582,1255.07,1245.253,1248.446,106955,0,0
2014-10-22,1248.436,1249.251,1240.385,1242.411,84341,0,0
2014-10-23,1242.405,1244.484,1226.214,1231.315,92870,0,0
2014-10-24,1231.294,1234.097,1228.753,1230.744,77730,0,0
2014-10-26,1228.133,1228.342,1227.285,1227.879,631,0,0
2014-10-27,1227.905,1231.873,1225.213,1226.04,74843,0,0
2014-10-28,1226.04,1235.452,1222.406,1228.859,87830,0,0
2014-10-29,1228.896,1230.42,1208.231,1212.441,82724,0,0
2014-10-30,1212.445,1215.496,1195.865,1200.059,117521,0,0
2014-10-31,1200.06,1202.597,1161.096,1171.744,154635,0,0
2014-11-02,1170.934,1171.004,1163.422,1166.234,2596,0,0
2014-11-03,1166.219,1173.731,1161.555,1165.075,87241,0,0
2014-11-04,1165.072,1174.707,1163.803,1168.813,94370,0,0
2014-11-05,1168.807,1169.217,1137.673,1143.34,136235,0,0
2014-11-06,1143.345,1149.42,1138.053,1140.403,115315,0,0
2014-11-07,1140.39,1178.527,1131.442,1177.762,146074,0,0
2014-11-09,1177.53,1177.559,1169.842,1170.389,3812,0,0
2014-11-10,1170.369,1177.091,1147.211,1155.199,125125,0,0
2014-11-11,1155.208,1173.1,1146.031,1161.676,64301,0,0
2014-11-12,1161.653,1169.963,1157.212,1158.696,115860,0,0
2014-11-13,1158.728,1167.825,1153.867,1160.73,116521,0,0
2014-11-14,1160.722,1193.452,1146.778,1188.436,137808,0,0
2014-11-16,1186.74,1187.511,1182.021,1182.022,3265,0,0
2014-11-17,1182.063,1194.051,1181.394,1186.126,70355,0,0
2014-11-18,1186.117,1204.495,1183.304,1194.904,120129,0,0
2014-11-19,1194.902,1202.108,1175.07,1181.974,159586,0,0
2014-11-20,1181.94,1197.021,1176.702,1192.998,126484,0,0
2014-11-21,1193.001,1207.637,1187.156,1201.185,127413,0,0
2014-11-23,1200.983,1204.059,1200.311,1201.438,2889,0,0
2014-11-24,1201.415,1203.523,1192.69,1196.973,85701,0,0
2014-11-25,1197.014,1202.823,1190.37,1201.149,111621,0,0
2014-11-26,1201.166,1201.491,1194.899,1197.48,83760,0,0
2014-11-27,1197.492,1199.498,1185.588,1189.352,76950,0,0
2014-11-28,1189.343,1190.703,1165.177,1167.077,111781,0,0
2014-11-30,1158.336,1159.853,1142.642,1150.741,10744,0,0
2014-12-01,1150.685,1220.915,1146.601,1205.803,233104,0,0
2014-12-02,1205.8,1210.476,1191.85,1197.701,138345,0,0
2014-12-03,1197.672,1214.863,1194.461,1207.927,117390,0,0
2014-12-04,1207.927,1213.215,1201.158,1204.138,116577,0,0
2014-12-05,1204.167,1207.389,1185.832,1192.009,114780,0,0
2014-12-07,1190.484,1190.773,1187.033,1189.191,2564,0,0
2014-12-08,1189.144,1208.767,1188.494,1202.947,96922,0,0
2014-12-09,1202.894,1238.084,1199.275,1229.035,148361,0,0
2014-12-10,1229.034,1238.107,1224.535,1229.486,142428,0,0
2014-12-11,1229.466,1232.525,1215.83,1226.386,73380,0,0
2014-12-12,1226.411,1227.253,1214.292,1222.243,125040,0,0
2014-12-14,1222.046,1223.993,1220.786,1221.754,2258,0,0
2014-12-15,1221.746,1223.961,1190.604,1198.466,141762,0,0
2014-12-16,1198.465,1223.312,1187.319,1197.549,168009,0,0
2014-12-17,1197.533,1202.683,1183.639,1190.296,149789,0,0
2014-12-18,1190.24,1213.66,1189.09,1196.555,121863,0,0
2014-12-19,1196.531,1201.119,1193.605,1195.512,48038,0,0
2014-12-21,1195.445,1195.55,1193.68,1195.412,1746,0,0
2014-12-22,1195.41,1203.151,1170.636,1173.706,100396,0,0
2014-12-23,1173.744,1184.699,1172.526,1178.208,91576,0,0
2014-12-24,1178.204,1181.006,1172.709,1174.927,45151,0,0
2014-12-25,1174.368,1178.865,1174.368,1176.771,1681,0,0
2014-12-26,1175.324,1198.937,1174.584,1195.529,66288,0,0
2014-12-28,1194.804,1196.211,1193.797,1193.797,1363,0,0
2014-12-29,1193.776,1197.25,1178.755,1181.624,41516,0,0
2014-12-30,1181.631,1210.385,1180.585,1199.318,55002,0,0
2014-12-31,1199.321,1203.644,1179.459,1184.056,35241,0,0
2015-01-01,1183.099,1187.398,1183.099,1186.723,1398,0,0
2015-01-02,1184.775,1194.776,1167.397,1188.392,112840,0,0
2015-01-04,1188.132,1188.373,1177.227,1183.75,3779,0,0
2015-01-05,1183.801,1207.278,1182.8,1203.201,62202,0,0
2015-01-06,1203.191,1222.853,1201.548,1216.006,67850,0,0
2015-01-07,1216.093,1218.436,1208.928,1212.263,56787,0,0
2015-01-08,1212.267,1216.299,1204.567,1208.02,50598,0,0
2015-01-09,1208.018,1223.846,1206.437,1223.012,99214,0,0
2015-01-11,1223.012,1226.228,1222.723,1225.455,2428,0,0
2015-01-12,1225.449,1235.777,1217.439,1231.237,100928,0,0
2015-01-13,1231.233,1243.995,1227.181,1232.905,134469,0,0
2015-01-14,1232.913,1244.179,1224.935,1230.756,157939,0,0
2015-01-15,1230.774,1266.547,1225.926,1261.772,173592,0,0
2015-01-16,1261.785,1281.813,1254.904,1280.29,151656,0,0
2015-01-18,1280.064,1281.411,1275.298,1278.447,2759,0,0
2015-01-19,1278.504,1278.961,1272.019,1275.358,87758,0,0
2015-01-20,1275.353,1296.913,1273.925,1291.927,180776,0,0
2015-01-21,1291.941,1304.83,1284.484,1291.684,179767,0,0
2015-01-22,1291.675,1307.326,1279.153,1300.776,182617,0,0
2015-01-23,1300.779,1301.728,1284.306,1294.096,142371,0,0
2015-01-25,1293.577,1297.811,1289.9,1296.859,3168,0,0
2015-01-26,1296.853,1298.999,1275.748,1279.773,142548,0,0
2015-01-27,1279.767,1297.433,1272.186,1293.294,137950,0,0
2015-01-28,1293.29,1293.541,1279.716,1284.865,125042,0,0
2015-01-29,1284.862,1285.766,1251.931,1260.595,139783,0,0
2015-01-30,1260.601,1284.544,1257.042,1283.248,114940,0,0
2015-02-01,1281.831,1282.482,1279.349,1280.566,2377,0,0
2015-02-02,1280.582,1283.21,1266.267,1274.499,125513,0,0
2015-02-03,1274.505,1285.539,1255.361,1261.378,114834,0,0
2015-02-04,1261.385,1273.802,1256.592,1272.315,78833,0,0
2015-02-05,1272.316,1273.617,1256.258,1265.265,116834,0,0
2015-02-06,1265.257,1268.637,1228.276,1232.849,116918,0,0
2015-02-08,1236.363,1238.697,1234.19,1237.829,2600,0,0
2015-02-09,1237.844,1243.475,1235.022,1238.576,47009,0,0
2015-02-10,1238.585,1245.741,1230.922,1233.358,106748,0,0
2015-02-11,1233.36,1238.592,1216.447,1220.405,97471,0,0
2015-02-12,1220.415,1232.359,1219.022,1223.506,110138,0,0
2015-02-13,1223.499,1234.807,1222.79,1229.407,100643,0,0
2015-02-15,1227.532,1229.322,1227.434,1228.878,1665,0,0
2015-02-16,1228.877,1236.432,1228.63,1231.788,32193,0,0
2015-02-17,1231.771,1233.777,1203.669,1209.294,94048,0,0
2015-02-18,1209.29,1214.244,1197.558,1213.012,50898,0,0
2015-02-19,1213.014,1222.823,1205.343,1208.801,54721,0,0
2015-02-20,1208.765,1215.09,1198.229,1201.671,52891,0,0
2015-02-22,1203.353,1203.464,1200.668,1202.242,2316,0,0
2015-02-23,1202.241,1210.151,1189.241,1203.002,84936,0,0
2015-02-24,1203.0,1204.839,1190.118,1204.802,103422,0,0
2015-02-25,1204.808,1211.732,1200.996,1205.472,90454,0,0
2015-02-26,1205.435,1219.843,1203.523,1209.998,113138,0,0
2015-02-27,1210.007,1219.171,1204.383,1212.87,107535,0,0
2015-03-01,1213.694,1215.263,1212.417,1213.96,2134,0,0
2015-03-02,1213.947,1223.086,1204.502,1206.784,67384,0,0
2015-03-03,1206.787,1214.643,1195.234,1204.527,83492,0,0
2015-03-04,1204.506,1208.845,1198.069,1202.04,92662,0,0
2015-03-05,1202.042,1209.259,1196.359,1200.011,91583,0,0
2015-03-06,1199.971,1200.567,1163.689,1167.018,117410,0,0
2015-03-08,1168.131,1170.472,1168.131,1169.607,1843,0,0
2015-03-09,1169.593,1175.212,1165.716,1166.49,80225,0,0
2015-03-10,1166.464,1170.339,1155.195,1163.81,64380,0,0
2015-03-11,1163.813,1165.073,1147.425,1155.439,102711,0,0
2015-03-12,1155.446,1166.389,1148.505,1153.996,106404,0,0
2015-03-13,1153.994,1161.55,1151.36,1158.168,90249,0,0
2015-03-15,1155.884,1157.042,1155.635,1156.749,706,0,0
2015-03-16,1156.751,1163.912,1150.282,1156.312,41140,0,0
2015-03-17,1156.271,1159.586,1142.719,1149.624,47588,0,0
2015-03-18,1149.639,1175.464,1145.852,1171.528,114464,0,0
2015-03-19,1171.526,1177.655,1159.557,1171.832,113960,0,0
2015-03-20,1171.857,1187.857,1168.698,1182.161,102555,0,0
2015-03-22,1185.963,1187.044,1185.392,1186.363,718,0,0
2015-03-23,1186.366,1191.462,1179.257,1189.487,98313,0,0
2015-03-24,1189.485,1194.869,1185.368,1191.67,49492,0,0
2015-03-25,1191.675,1199.547,1186.607,1194.792,46284,0,0
2015-03-26,1194.804,1219.537,1194.36,1203.167,113328,0,0
2015-03-27,1203.142,1205.996,1192.5,1198.134,92359,0,0
2015-03-29,1197.722,1198.055,1196.275,1197.116,1035,0,0
2015-03-30,1197.115,1198.19,1182.329,1185.816,82464,0,0
2015-03-31,1185.819,1190.656,1178.408,1183.52,91861,0,0
2015-04-01,1183.511,1208.437,1180.815,1203.79,50529,0,0
2015-04-02,1203.792,1207.217,1194.883,1202.176,88776,0,0
2015-04-03,1202.448,1202.659,1202.448,1202.659,3,0,0
2015-04-05,1216.221,1217.79,1215.628,1217.646,1468,0,0
2015-04-06,1217.648,1224.074,1213.843,1214.609,84032,0,0
2015-04-07,1214.583,1214.689,1207.409,1208.831,40386,0,0
2015-04-08,1208.829,1212.263,1197.4,1201.083,92222,0,0
2015-04-09,1201.077,1202.481,1192.513,1194.335,86878,0,0
2015-04-10,1194.334,1210.618,1193.157,1206.975,82345,0,0
2015-04-12,1207.074,1208.585,1207.072,1207.868,476,0,0
2015-04-13,1207.87,1209.367,1196.257,1199.084,84838,0,0
2015-04-14,1199.083,1201.332,1183.911,1193.803,62299,0,0
2015-04-15,1193.811,1204.82,1188.863,1204.707,55141,0,0
2015-04-16,1204.679,1208.992,1194.644,1198.974,128819,0,0
2015-04-17,1198.974,1207.625,1197.297,1203.56,108279,0,0
2015-04-19,1203.893,1206.517,1203.658,1206.415,1372,0,0
2015-04-20,1206.403,1209.0,1191.292,1195.931,108923,0,0
2015-04-21,1195.933,1204.208,1193.041,1201.727,88721,0,0
2015-04-22,1201.727,1204.714,1185.661,1188.852,110403,0,0
2015-04-23,1188.857,1197.896,1184.212,1193.727,106162,0,0
2015-04-24,1193.71,1195.918,1175.165,1179.221,106779,0,0
2015-04-26,1178.883,1180.101,1178.873,1179.83,724,0,0
2015-04-27,1179.818,1207.118,1178.55,1199.749,113606,0,0
2015-04-28,1199.748,1215.024,1199.163,1211.575,82819,0,0
2015-04-29,1211.582,1213.381,1201.299,1204.616,122066,0,0
2015-04-30,1204.604,1207.07,1176.786,1184.311,134649,0,0
2015-05-01,1184.333,1185.084,1170.169,1178.234,94896,0,0
2015-05-03,1178.194,1178.605,1177.627,1178.422,720,0,0
2015-05-04,1178.423,1192.784,1177.816,1188.291,77337,0,0
2015-05-05,1188.292,1199.688,1185.689,1195.156,87722,0,0
2015-05-06,1195.153,1197.332,1188.184,1190.188,66752,0,0
