open,high,low,close,tick_volume,spread,real_volume
2904.2,2907.05,2902.99,2903.3,942,5,0
2903.01,2907.09,2901.82,2905.71,1167,5,0
2905.69,2906.28,2903.86,2905.28,1130,5,0
2905.26,2907.11,2902.06,2903.05,1155,5,0
2903.07,2904.12,2901.96,2902.46,1163,5,0
2902.63,2906.37,2902.1,2905.6,1092,5,0
2905.6,2906.35,2904.2,2904.91,874,5,0
2904.93,2905.5,2902.83,2903.86,1061,5,0
2903.99,2906.69,2903.69,2903.98,1090,5,0
2903.98,2904.4,2898.21,2900.29,1409,5,0
2900.31,2903.68,2898.79,2899.71,1271,5,0
2899.72,2901.86,2897.96,2898.89,1287,5,0
2898.91,2899.84,2886.89,2889.32,1449,5,0
2889.04,2890.76,2883.73,2884.57,1655,5,0
2884.3,2890.18,2881.81,2889.57,1621,5,0
2889.86,2896.5,2887.96,2895.05,1536,5,0
2894.83,2898.04,2891.68,2896.36,1456,5,0
2896.47,2902.33,2894.88,2898.4,1579,5,0
2898.42,2900.9,2896.35,2900.9,1390,6,0
2901.84,2904.28,2899.08,2902.73,1636,5,0
2902.85,2903.42,2895.8,2896.64,1492,5,0
2896.15,2902.03,2890.91,2901.14,1526,5,0
2900.95,2901.21,2896.7,2898.1,1453,5,0
2898.03,2904.7,2896.79,2903.98,1467,5,0
2903.97,2906.52,2903.64,2904.74,1339,6,0
2904.98,2906.68,2903.09,2906.34,1297,5,0
2906.22,2908.61,2905.59,2906.95,1301,8,0
2907.01,2907.05,2903.28,2903.73,1307,5,0
2903.86,2905.43,2902.33,2902.39,1212,8,0
2902.25,2902.3,2899.57,2900.87,1292,5,0
2901.09,2905.35,2900.61,2905.32,1088,5,0
2905.36,2906.66,2904.75,2905.89,1193,5,0
2905.9,2907.26,2905.32,2905.6,1148,6,0
2905.63,2907.11,2904.22,2905.6,1145,7,0
2905.57,2906.54,2903.29,2904.51,1189,7,0
2904.37,2906.32,2904.2,2905.67,1009,12,0
2905.67,2906.35,2905.41,2905.94,967,9,0
2905.87,2906.48,2904.14,2904.42,896,6,0
2904.4,2904.7,2900.62,2901.7,994,6,0
2901.64,2903.23,2900.36,2901.82,1145,5,0
2901.76,2901.83,2899.59,2899.99,1222,5,0
2899.97,2900.4,2898.15,2898.18,1171,5,0
2898.18,2898.38,2894.39,2895.54,1219,6,0
2895.41,2896.9,2894.06,2896.65,1210,5,0
2896.59,2898.1,2896.43,2897.56,1239,5,0
2897.34,2898.61,2897.19,2897.51,314,5,0
2897.74,2899.63,2897.64,2899.06,252,16,0
2898.95,2898.95,2898.05,2898.86,291,6,0
2898.77,2899.75,2897.52,2897.53,324,5,0
2898.02,2898.58,2896.75,2898.15,305,11,0
2898.12,2900.27,2897.98,2899.76,345,22,0
2899.81,2900.71,2899.14,2900.45,275,13,0
2900.66,2900.82,2898.31,2898.53,423,5,0
2898.68,2898.73,2895.18,2897.29,622,7,0
2897.3,2897.74,2895.2,2895.68,467,5,0
2895.73,2896.13,2893.14,2893.39,459,5,0
2893.4,2893.77,2889.44,2892.25,974,5,0
2892.39,2897.81,2891.03,2891.7,1189,5,0
2891.71,2893.75,2889.64,2891.99,1177,5,0
2891.92,2894.72,2883.77,2893.56,1418,6,0
2893.67,2896.05,2892.46,2893.35,1127,8,0
2893.34,2895.74,2892.71,2894.95,1046,5,0
2894.8,2896.36,2893.49,2895.95,832,5,0
