open,high,low,close,tick_volume,spread,real_volume
2638.425,2639.626,2635.74,2639.557,2045,112,0
2639.541,2641.117,2638.561,2639.302,1867,112,0
2639.342,2641.502,2638.865,2640.713,1914,111,0
2640.706,2640.706,2637.243,2638.518,2031,111,0
2638.475,2639.7,2635.244,2636.418,3840,111,0
2636.328,2638.022,2633.974,2635.326,3282,111,0
2635.579,2643.56,2631.25,2635.872,10928,111,0
2635.831,2637.762,2631.595,2635.781,6993,111,0
2635.754,2638.96,2624.043,2628.231,7313,111,0
2628.186,2632.638,2626.907,2629.76,6267,111,0
2629.709,2632.438,2625.897,2629.298,9391,111,0
2629.331,2635.926,2629.331,2635.625,5341,111,0
2635.651,2640.612,2632.583,2637.006,5334,111,0
2637.049,2639.759,2634.589,2638.139,4801,111,0
2638.179,2640.19,2633.379,2634.422,4296,111,0
2634.395,2637.773,2633.706,2637.554,3469,111,0
2637.587,2639.078,2635.553,2636.899,3074,111,0
2636.964,2640.692,2636.405,2639.19,3096,112,0
2639.229,2641.678,2638.534,2640.169,2597,111,0
2640.18,2640.596,2639.089,2640.424,2108,112,0
2640.458,2640.636,2635.532,2639.469,2551,111,0
2639.49,2640.244,2636.346,2637.321,1903,112,0
2637.326,2637.715,2634.491,2635.098,2002,111,0
2635.093,2636.023,2634.204,2634.954,1987,112,0
2635.0,2637.219,2634.098,2636.857,2025,111,0
2636.874,2639.026,2636.874,2637.613,1673,111,0
2637.66,2637.739,2635.274,2636.716,876,112,0
2636.605,2637.129,2635.727,2636.988,750,328,0
2637.095,2637.264,2634.395,2634.862,829,327,0
2634.775,2635.152,2633.244,2633.865,795,327,0
2633.865,2634.973,2633.257,2634.015,768,327,0
2634.003,2635.086,2633.0,2634.615,777,327,0
2634.732,2635.7,2633.372,2634.42,800,328,0
2634.519,2636.215,2634.123,2635.335,773,328,0
2635.241,2635.75,2633.848,2634.474,731,327,0
2634.431,2634.871,2631.298,2631.978,805,327,0
2632.05,2633.257,2631.959,2632.338,551,328,0
2632.383,2632.58,2630.943,2631.7,491,328,0
2631.681,2633.026,2631.439,2632.71,419,329,0
2632.704,2633.655,2632.231,2632.992,491,330,0
2642.987,2648.548,2642.255,2642.833,2660,111,0
2642.776,2644.784,2636.688,2637.993,2258,111,0
2637.969,2639.648,2636.34,2638.0,1980,112,0
2637.984,2640.107,2636.814,2640.088,1142,111,0
2640.088,2640.088,2634.111,2636.493,2800,111,0
2636.453,2636.514,2630.788,2631.101,1764,111,0
2631.064,2631.107,2627.485,2628.461,2482,111,0
2628.465,2631.184,2628.1,2631.046,1747,112,0
2630.997,2643.673,2630.892,2642.902,5495,111,0
2642.877,2650.609,2642.257,2648.988,4890,111,0
2649.03,2649.496,2645.121,2646.913,3528,112,0
2646.888,2647.4,2644.281,2646.727,2270,111,0
2646.754,2648.651,2645.491,2645.965,2492,111,0
2645.941,2647.577,2644.447,2647.509,1567,111,0
2647.48,2648.538,2640.98,2642.659,2791,111,0
2642.624,2646.515,2642.52,2646.101,2172,111,0
2646.059,2646.669,2641.69,2642.734,2506,111,0
2642.705,2645.78,2640.316,2641.884,2510,112,0
2641.924,2643.361,2641.692,2643.161,1384,111,0
2643.2,2643.266,2638.28,2638.913,1548,111,0
2638.866,2639.387,2636.738,2637.82,1674,111,0
2637.826,2638.976,2635.96,2636.356,1443,112,0
2636.343,2638.957,2634.933,2635.325,2343,111,0
2635.318,2637.46,2634.577,2635.944,1592,112,0
2635.974,2638.334,2635.88,2637.245,1595,111,0
2637.219,2639.326,2637.117,2638.11,1355,112,0
2638.072,2640.279,2635.986,2639.028,2099,111,0
2639.063,2640.417,2637.382,2638.396,1816,111,0
2638.366,2642.014,2638.134,2641.491,1967,112,0
2641.594,2642.677,2640.626,2642.343,1874,112,0
2642.351,2643.811,2641.34,2642.249,2196,111,0
